Title,Baths,Floor,Usable area,Beds,Rent Price,Location,Url
Fully furnished 2-Bedroom for rent at One Shangri-la Place Mandaluyong City,2.0,,117.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_778183702ca3-41d1-5242-c3b1-28d32089
For Rent -1br In One Shangri-La Place,1.0,,65.0,1.0,65000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_470e6fc140a4-593e-8442-bf15-84d32089
One Shangrila Place | Two Bedroom 2BR Condo Unit For Rent,2.0,,125.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_719feef90afa-b921-93d2-6566-84d32089
FOR RENT 1 Bedroom One Shangrila Place Mandaluyong City,2.0,,86.0,1.0,90000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_2f46d5452882-a60f-6822-ace7-84d32089
Spacious 1 Bedroom with Balcony One Shangrila Place Condo For Rent Mandaluyong,1.0,,,1.0,78000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_ea8b18abf758-704e-9d12-aeb2-b7b91089
St. Francis Shangrila Place 2 bedroom with parking for Lease,3.0,,127.0,2.0,130000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_9f5c172e240f-88e0-cb22-5bae-61632089
"FOR SALE/RENT Upgraded One Bedroom Corner Unit at Twin Oaks Place, Mandaluyong City - SC96",1.0,33.0,47.32,1.0,45000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-or-rent-in-twin-oaks-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_7be358d46716-15cf-9532-4922-90f80089
"For Rent Spacious 1 Bedroom Unit at One Shangrila Place, Mandaluyong City",2.0,,86.0,1.0,110000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_b183990b5760-9ee1-3d02-b456-c8532089
"The Residences at The Westin Manila Sonata Place, 2-Bedroom Unit for Lease, Pasig City",2.0,,143.0,2.0,175000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_50af5ec33ce0-be11-5592-2e67-895b2089
FOR LEASE: 1 BR Condo Unit at One Shangri-La Place,1.0,18.0,86.0,1.0,85000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_4919b25573b4-c3a1-1692-e773-dc781089
FOR LEASE: 1 BR Condo Unit at One Shangri-La Place,1.0,37.0,64.0,1.0,70000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_aa811ddd0b76-7e3f-c852-ea40-4d781089
Fully Furnished 1-BR (65 sqm) One Shangrila Place,2.0,,65.0,1.0,115000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_abde3825181a-f86e-ad82-1166-74d32089
For Rent One Shangri-La Place 2 Bedroom Condo Unit,2.0,,125.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_1b9a9c680a0a-a78f-6e42-0ec1-84d32089
"2BR Condo Unit for Rent in One Shangrila Place, Mandaluyong City",2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_23540b330c2a-acfe-c3d2-4eeb-94d32089
2 Bedroom One Shangrila Place Condominium Unit for Rent in Mandaluyong City,2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_7e33d88ea60e-9291-bc42-484e-94d32089
1 Bedroom Condo Unit For Rent/Lease In One Shangri-La Place,1.0,,80.0,1.0,85000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_9652f718c620-d34e-7a02-d017-f5d32089
2 Bedroom Luxurious Condominium Unit For Rent in One Shangri-La Place,2.0,,125.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_b494a73dbbde-3e71-2882-18c5-15d32089
"For rent, High-end 2 bedroom unit in One Shangrila Place in Mandaluyong City",2.0,,130.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_85c9390e4bcf-ce11-2702-50ac-d9d32089
1 Bedroom Unit For Lease at St. Francis Shangri-la Place,1.0,,68.0,1.0,70000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_6278ed59d567-d991-ee92-60fb-72632089
"For rent, Posh 2 bedroom unit in One Shangrila Place",2.0,,130.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_a74dad93cdf2-972f-3972-39aa-d9d32089
Spacious 2 bedroom unit for rent in One Shangrila Place,2.0,,130.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_d6a9704c97a7-d180-eed2-bc1b-d9d32089
"For rent, Nice comfortable 2 bedroom unit for rent in One Shangrila Place in Man",2.0,,130.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_9af28eb19243-67de-db22-c77c-d9d32089
"For rent, Nice comfortable 2 bedroom unit for rent in One Shangrila Place",2.0,,130.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_4bec18e76e11-c8ee-a922-ebad-d9d32089
Nice comfortable 2 bedroom unit for rent in One Shangrila Place,2.0,,130.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_3357e4c9f738-c58f-e2b2-96fd-d9d32089
"For rent, Modern 2 bedroom unit for rent in One Shangrila Place",2.0,,130.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_ec6a917b72f3-7c1f-8a12-01ae-d9d32089
"For rent, Large 2 bedroom unit in One Shangrila Place",2.0,,130.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_7c4e880eb053-8dd0-43d2-638e-d9d32089
One Shangri-La Place Osp South Studio High Floor Ortigas Mandaluyong,1.0,,45.0,1.0,43000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_017f7c989f35-a78e-ee62-2a6e-84d32089
2BR Condo Unit for Lease at One Shangrila Place - Mandaluyong,2.0,,117.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_d29cdea75c06-ba7e-b3d2-4fcc-94d32089
"For Rent 1 Bedroom unit at One Shangrila Place, Mandaluyong City",2.0,,86.0,1.0,90000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_da92b1cde59e-f930-31d2-634d-94d32089
Fully furnished and renovated 2 bedroom for rent at One Shangrila Place,2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_07be98880430-1fff-bd32-f95f-94d32089
"For rent, Spacious 2 bedroom unit in One Shangrila Place",2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_200f716bfa3d-380f-b702-a3fa-e9d32089
2BR Unit For Rent at One Shangri-la Place Mandaluyong,2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_115b9130d7d4-30df-1c72-a2c2-f8d32089
Fully furnished 2BR unit in One Shangri-la Place Mandaluyong,3.0,,125.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_3ce193aa6306-5dc0-cd62-2398-18d32089
For Lease: 2-Bedroom Unit in One Shangrila Place,2.0,,,2.0,130000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-ortigas_89a2ed4da329-ab4e-7692-28a8-39851089
"St. Francis Shangrila Place, 2-Bedroom Unit for Lease, Mandaluyong",2.0,,,2.0,95000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_95e52f32e2f7-cbc1-85a2-c05e-b6532089
1BR Unit For Rent - One ShangriLa Place,1.0,47.0,67.0,1.0,70000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_8079d39005ff-a58e-b582-4906-d8311089
FOR LEASE: 1 BR Condo Unit at One Shangri-La Place,1.0,28.0,64.0,1.0,70000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_a2528f98b968-babf-b552-7521-1e781089
Special 1 Bedroom Condominium Unit for Rent at One Shangri-La Place,1.0,,64.0,1.0,65000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_6da05f4f72f8-52ef-8112-20cd-05d32089
"Place For Rent 1 Bedroom Unit at One Shangri-La, Mandaluyong City",1.0,,38.0,1.0,40000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_3aa9201fe153-65f1-7682-35c8-15d32089
"For Rent 3 Bedroom Unit at One Shangri-La Place, Mandaluyong City",1.0,,170.0,3.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_c685a24de065-bbcf-a092-8b28-15d32089
2 Bedroom Condo For Rent in Mandaluyong,2.0,,131.0,2.0,130000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_3d91970260fd-b2c0-3e82-541a-28d32089
Luxury Studio Type Condominium Unit For Rent In St. Francis Shangri-La Place,1.0,,46.0,1.0,30000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_3fe1efdd5c57-b671-c2e2-d6c7-f5d32089
"2-Bedroom Fully Furnished Unit for rent in One Shangri-la, Mandaluyong City",2.0,,125.0,2.0,200000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_7e125f0ffde9-4251-cc52-412e-28d32089
One Bedroom Condominium for Lease at One ShangriLa Place in Ortigas,1.0,,64.0,1.0,65000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_7c836f056bc2-0001-3bb2-9657-84d32089
74.46 sqm Furnished 2Br Unit FOR LEASE in The Address at Wack Wack Mandaluyong,3.0,,74.46,2.0,79000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-the-address-at-wack-wack-wack-wack-greenhills-metro-manila-near-mrt-3-ortigas_3283026820d4-89af-bef2-622a-08d32089
One Shangri-La Place 1 Bedroom 64 sqm For Lease in Mandaluyong City,1.0,,64.0,1.0,60000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_b9109c9e4238-4c1f-8272-104e-c6d32089
"For Lease Bedroom 64 sqm Unit in One Shangri-La Place, Mandaluyong City",1.0,,64.0,1.0,70000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_bd435ab01e50-d31e-7cb2-3c60-d6d32089
"FOR RENT Furnished 2BR Unit in The St. Francis Shangri-La Place, Mandaluyong City - OBRC70",2.0,55.0,92.0,2.0,140000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_ce4154acd5d8-ed1e-9df2-2bfc-2ae32089
"1 Bedroom Condominium Unit For Rent in One Shangri-La Place, Mandaluyong",1.0,,131.0,1.0,60000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_8a7357778665-5ece-d8a2-e46c-94d32089
"1 bedroom Condominium For Rent at One Shangri-La Place, Mandaluyong",1.0,,131.0,1.0,75000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_11e89f3b6ca9-344f-50d2-9f7d-94d32089
2 bedroom Condominium Unit at One Shangri-la Place Mandaluyong for Rent,2.0,,31.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_6e01c1cec240-6e11-e162-7bca-28d32089
"2-Bedroom Condo unit at One Shangri-la Place, Mandaluyong City",2.0,,118.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_162bd49a0792-918e-9352-c551-28d32089
"For Rent Furnished Studio Unit at The Exchange Regency, Pasig City",1.0,,35.0,,22500.0,"Metro Manila, Pasig, San Antonio",https://www.dotproperty.com.ph/ads/condo-for-rent-in-san-antonio-metro-manila-near-mrt-3-ortigas_e705cee3ceae-9cb0-a1e2-2244-26532089
"2BR Unit at One Shangri-la Place, Wack-Wack Greenhills, Mandaluyong for rent",2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_43ef624c4a64-3dae-f922-61b5-f8d32089
Fully furnished 2BR unit at One Shangri-la Place Mandaluyong,2.0,,130.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_90b79b35a932-a08e-2dc2-be84-18d32089
FOR LEASE: 1 BR Condo Unit at The One Shangri-La Place,1.0,18.0,76.0,1.0,76000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_0ab03caebc91-5b30-bc92-1fd7-bf781089
"2 Bedroom Condominium unit for lease at One Shangri-La Place, Mandaluyong City",2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_69cb7affc0c9-6400-f542-918a-28d32089
"1 Bedroom Condominium Unit For Rent in One Shangri-la Place, Mandaluyong City",1.0,,131.0,1.0,60000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_dc07d05582a0-3c81-74d2-bca9-74d32089
For Rent: 1 Bedroom in One Shangri-la Ortigas at Mandaluyong City,1.0,,60.0,1.0,60000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_b8ee6ac32b9e-7aaf-c872-962d-84d32089
"Luxurious 2 bedroom unit for rent in One Shangrila Place, Mandaluyong City",2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_3d1cf4a93080-73f0-3bd2-a700-e9d32089
The Address WackWack 2Br with Interior Design Condo FOR LEASE in Mandaluyong,2.0,,76.0,2.0,80000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-the-address-at-wack-wack-wack-wack-greenhills-metro-manila-near-mrt-3-ortigas_4206990cae8d-58ce-60d2-3dec-d9d32089
"For Lease 64 sqm 1 Bedroom Unit in One Shangri-La Place, Mandaluyong City",1.0,,64.0,1.0,70000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_507b0352e70c-5bc1-3762-0e47-75d32089
For Rent 1 Bedroom 80 sqm Unit in One Shangri-la Place Mandaluyong City,1.0,,80.0,1.0,95000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_ac61f3a89a32-b53f-2a92-290d-c6d32089
2BR Furnished Condo in Emerald Mansion Ortigas Center,2.0,,81.0,2.0,66000.0,"Metro Manila, Pasig, San Antonio",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-san-antonio-metro-manila-near-mrt-3-ortigas_49cae1bd605e-8e60-7702-c70d-74532089
Luxury 1 Bedroom Condominium Unit For Rent in St. Francis Shangri-La Place,1.0,,60.0,1.0,46750.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_193c49768665-f291-47f2-9974-15d32089
Tropical Scandinavian Studio in One Shangrila Place for Lease,1.0,,45.0,,45000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_fcd268b98bb5-6470-b422-29ef-b2632089
"1 Bedroom Condominium Unit For Rent in One shangrila Place, Mandaluyong",1.0,,131.0,1.0,80000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_e5f7f82c65a9-c72f-99d2-9b3f-94d32089
"For Rent One Shangri-La Place Studio Unit, Mandaluyong",1.0,,45.0,1.0,45000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_7814abcc5f65-dd31-c912-6157-96d32089
2 Bedroom Condo for Rent in Shang Residences at Wack Wack,2.0,,145.0,2.0,120000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-ortigas_9010920ba2b3-0fe1-a2b2-215e-24532089
One Shangrila Studio South Tower,1.0,45.0,45.0,1.0,42000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_6583e2dff78f-05cf-2d92-9eeb-6d8c1089
Fully furnished 2BR Unit at One Shangri-la Place Mandaluyong,2.0,,125.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_9cc79d94c3b0-2f6e-6822-5734-18d32089
"3 Bedroom Condo Unit for Rent in One Shangrila Place, Mandaluyong",3.0,,157.0,3.0,150000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_f8da26e575c5-e511-47e2-3e26-05d32089
One Shangri-la Place 1 Bedroom Unit 65 sqm in Mandaluyong City For Lease,1.0,,65.0,1.0,70000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_7e1a3cd77609-854e-cc72-831f-d6d32089
Luxurious 1 Bedroom Condominium Unit For Rent In St. Francis Shangri-La Place,1.0,,71.0,1.0,70000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_0b731d05bc28-4e10-00c2-1b46-f5d32089
"For rent, Spacious 2 bedroom unit in One Shangrila Place",2.0,,130.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_bbb3a98f4176-45de-e312-8bbb-d9d32089
One Shangrila Studio Unit for rent South Tower,1.0,25.0,45.0,1.0,42000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_f3a05342547a-194e-6d12-bb2b-9d8c1089
